Municipality,Population,Votedyes,Votedno,Voted,DidNotVote,Affected1984,Affected1985,Affected1986,Affected1987,Affected1988,Affected1989,Affected1990,Affected1991,Affected1992,Affected1993,Affected1994,Affected1995,Affected1996,Affected1997,Affected1998,Affected1999,Affected2000,Affected2001,Affected2002,Affected2003,Affected2004,Affected2005,Affected2006,Affected2007,Affected2008,Affected2009,Affected2010,Affected2011,Affected2012,Affected2013,Affected2014,Affected2015,Affected2016,Affected2017,Weightedaffected84to2002,Weightedaffected2003to2016,Weightedaffected,Affected9999,Total_affected,affected84to2002,affected2003to2016,Divipola,Departamento,Municipio,Rurality2010,PovertyIndex2013,IDHMpnud2010,ArmedGroups,Rezagoescolar,COBERTURA_NETA_MEDIA,ProportionAffected,ProporTotAff,Weightedaffected10group,ConflictIndex,ndicedeindicenciadelconflictocategora,ConflictCategory
5490,63991,60.38,39.61,23,77,564,487,417,762,707,646,782,541,1401,1992,3996,16810,2704,4318,1605,1247,1504,1399,1124,652,924,1165,1003,1100,1031,666,535,471,428,459,375,295,210,157,85793890,18702106,104495996, ,52477,43006,9314,5490,Antioquia,Necoclí,0.4883,0.7295,0.590191202,1,49.1,20.09,1632.979575,0.820068447,10,0.00690992,Medio bajo,2
5495,27238,51.84,48.15,21.08,78.92,106,31,44,124,69,90,76,68,125,87,46,145,105,222,325,388,783,662,650,244,429,585,992,661,624,1042,3729,793,556,644,635,682,574,454,8281649,24499683,32781332, ,16790,4146,12190,5495,Antioquia,Nechí,0.5321,0.694,0.599937795,0,42.6,20.69,1203.514649,0.616418239,9,0.03530784,Alto,4
5501,3278,37.81,62.18,27.21,72.79,7,19, ,17,11,11,25,5,12,11,18,7,52,81,36,23,35,33,53,15,52,22,23,38,31,72,23,24,17,39,17,16,5,4,910111,791426,1701537, ,854,456,394,5501,Antioquia,Olaya,0.4702,0.7271,0.6334204,0,29.2,16.28,519.0777913,0.26052471,4,0.015302924,Medio bajo,2
5541,15848,38.36,61.63,34.25,65.75,60,2,20,12,12, ,5,22,25,19,58,79,96,101,140,170,789,2106,1092,1248,288,270,168,131,38,34,67,45,89,47,54,15,54,19,9616259,5109470,14725729,1,7376,4808,2548,5541,Antioquia,Peñol,0.3698,0.8174,0.627362338,0,37.5,30,929.1853231,0.465421504,7,0.016404668,Medio bajo,2
5543,11064,72.85,27.14,38.28,61.72,79,7,14,44,84,60,37,47,121,109,94,137,87,214,281,162,414,12814,201,120,666,183,233,157,156,68,199,72,53,95,98,53,19,19,30015924,4359420,34375344,1,17198,15006,2172,5543,Antioquia,Peque,0.5218,0.5808,0.571025819,0,46,53.78,3106.954447,1.554410701,9,0.011526845,Medio bajo,2
5576,6913,34.25,65.74,25.12,74.88,31,7,6,8,8,16,13,55,66,52,57,73,110,269,144,198,271,111,69,106,94,67,42,80,47,11,9,10,71,40,29,34,8,62,3123231,1300932,4424163, ,2274,1564,648,5576,Antioquia,Pueblorrico,0.3721,0.664,0.620075615,0,32.1,17.38,639.9772892,0.328945465,5,0.003016903,Bajo,1
5579,47717,31.49,68.5,26.48,73.52,1051,309,237,229,306,195,214,186,318,257,203,202,405,307,404,349,513,546,597,572,514,542,715,648,703,668,637,597,800,759,699,485,388,404,13610094,17536617,31146711,3,15962,6828,8727,5579,Antioquia,Puerto Berrío,0.4917,0.6034,0.641032271,1,34.1,35.14,652.7382484,0.334513905,9,0.019863544,Medio,3
5585,18846,58.77,41.22,32.56,67.44,124,51,96,142,206,132,131,104,95,95,89,70,38,96,88,116,301,322,207,205,175,193,161,234,191,131,68,87,111,84,100,54,57,39,4991586,3716774,8708360, ,4393,2503,1851,5585,Antioquia,Puerto Nare,0.4959,0.7485,0.66238451,0,35.5,36.49,462.080017,0.233099862,7,0.00793525,Medio bajo,2
5591,20483,26.29,73.7,30.05,69.95,179,68,76,68,41,57,152,112,190,89,58,92,104,49,153,137,174,299,166,144,173,115,244,149,105,131,75,48,73,101,50,42,44,3,4515195,2999726,7514921,5,3766,2264,1494,5591,Antioquia,Puerto Triunfo,0.4624,0.8547,0.623254102,0,35.2,26.5,366.8857589,0.183859786,6,0.008594606,Medio bajo,2
5604,29898,34.72,65.27,21.02,78.98,562,75,74,67,184,189,112,134,293,97,144,186,230,440,412,404,1297,2778,902,567,572,714,494,780,420,293,261,257,1873,897,399,473,253,290,17137660,16584283,33721943,1,17124,8580,8253,5604,Antioquia,Remedios,0.5716,0.6677,0.602302996,0,32.8,23.19,1127.899625,0.572747341,9,0.045805797,Alto,4
5607,19310,31.32,68.67,46.03,53.97,81,10, ,8,34,7,22,16,22,18,19,24,40,59,89,85,165,186,124,132,56,91,47,16,47,9,11,28,9,19,8,3,6, ,2014899,966952,2981851, ,1491,1009,482,5607,Antioquia,Retiro,0.4003,0.8707,0.695013739,0,29.9,30.33,154.4200414,0.077213879,4,0.012902323,Medio bajo,2
5615,122231,30.58,69.41,50.4,49.6,217,29,25,91,68,42,115,214,182,118,253,259,278,296,165,219,262,443,382,248,304,161,228,198,213,153,119,240,205,105,215,198,113,13,7299769,5424043,12723812, ,6371,3658,2700,5615,Antioquia,Rionegro,0.2424,0.8893,0.746414964,1,23.9,56.6,104.0964403,0.05212262,7,0.008892491,Medio bajo,2
5628,8191,34.13,65.86,33.52,66.48,50,20,15,18,86,53,71,68,125,96,104,210,188,545,1794,639,429,386,272,183,138,186,441,163,247,171,389,213,201,211,262,148,97,96,10324489,6128161,16452650,4,8319,5169,3050,5628,Antioquia,Sabanalarga,0.4902,0.7342,0.58930955,0,39.8,51.14,2008.62532,1.015626908,8,0.017601557,Medio bajo,2
5631,52554,37.06,62.93,45.59,54.41,41,17,8,7,7,12,19,25,16,18,25,24,5,22,49,18,120,29,78,43,38,23,11,37,46,13,15,25,40,26,23,24,13,6,1077714,757339,1835053, ,923,540,377,5631,Antioquia,Sabaneta,0.0996,0.8355,0.760210312,0,25.3,40.63,34.91415362,0.017561217,4,0.007302509,Medio bajo,2
5642,17539,32.54,67.45,18.34,81.66,167,82,55,53,107,217,125,115,200,157,166,214,300,923,4157,783,534,624,464,442,477,401,346,314,261,192,130,350,344,152,175,167,78,62,18858404,7688786,26547190,1,13335,9443,3829,5642,Antioquia,Salgar,0.4171,0.703,0.593173619,0,38.2,66.58,1513.6091,0.760305605,9,0.020475382,Medio,3
5647,6126,44.96,55.03,32.81,67.19,51, ,43,13,25,30,29,16,39,54,57,112,68,307,192,224,223,224,331,708,284,164,172,230,142,188,103,122,262,258,240,333,161,91,4070842,6763351,10834193,2,5498,2038,3367,5647,Antioquia,San Andrés de Cuerquía,0.4828,0.7018,0.623425931,0,34.1,18.42,1768.559092,0.897486125,7,0.046202954,Alto,4
5649,16086,46.98,53.01,37.59,62.41,657,134,93,193,245,288,249,195,286,235,283,397,289,642,1915,3778,5525,8864,8360,4366,3413,2050,1180,698,471,168,103,82,90,62,77,35,37,29,65236592,25724259,90960851,1,45490,32628,12832,5649,Antioquia,San Carlos,0.5092,0.6633,0.626435853,1,29.6,53.62,5654.659393,2.827924904,10,0.098633409,Muy Alto,5
5652,5222,42.28,57.71,26.66,73.34,384,23,60,39,58,111,104,104,151,106,175,362,259,415,1032,1602,1850,1534,2006,5591,3884,920,414,549,243,79,26,18,83,25,61,33,19, ,20733060,23939323,44672383,2,22322,10375,11945,5652,Antioquia,San Francisco,0.5217,0.6449,0.581246764,0,40.5,45.79,8554.650134,4.27460743,9,0.177882776,Muy Alto,5
5656,12724,37.11,62.88,29.17,70.83,48,48,14,13,19,45,55,57,69,57,40,67,110,110,107,79,356,99,42,45,66,48,51,41,79,79,36,26,12,19,20,22,27,18,2863955,1146654,4010609, ,2024,1435,571,5656,Antioquia,San Jerónimo,0.4028,0.794,0.657363001,0,33.3,44.69,315.2003301,0.159069475,5,0.011454392,Medio bajo,2
5658,3368,36.89,63.1,32.61,67.39,5,10,10,2,6,17,2,17,13,20,23,50,69,187,169,79,102,68,69,90,97,59,49,11,21,37,7,19,23,42,8,2,1, ,1833492,935084,2768576,5,1389,918,466,5658,Antioquia,San José de La Montaña,0.5034,0.7254,0.663274083,0,28.4,48.49,822.023753,0.412410926,4,0.012114694,Medio bajo,2
5659,25652,66.22,33.77,23.62,76.38,131,87,121,146,184,250,234,515,1390,721,426,549,373,3634,796,386,413,629,386,300,339,389,408,428,380,304,257,244,293,300,210,138,56,97,22688635,8125997,30814632,3,15517,11371,4046,5659,Antioquia,San Juan de Urabá,0.4273,0.6731,0.593799657,1,47,35,1201.25651,0.604904101,9,0.005206408,Bajo,1
5660,10938,24.92,75.07,33.9,66.1,568,82,119,234,252,261,191,219,204,268,286,199,264,323,618,2502,12317,6193,5373,1865,1179,721,564,397,284,209,91,62,85,61,41,20,48,29,60926155,11283279,72209434,2,36131,30473,5627,5660,Antioquia,San Luis,0.5104,0.769,0.614562169,0,32,25.78,6601.703602,3.303254708,10,0.166277915,Muy Alto,5
5664,27059,25.65,74.34,38.75,61.25,73,80,42,100,69,105,184,219,306,452,371,773,490,432,617,379,379,595,318,250,244,357,410,410,571,185,122,121,142,186,109,72,40,41,11942609,6462993,18405602,1,9245,5984,3219,5664,Antioquia,San Pedro,0.3754,0.8475,0.672206496,0,32.7,48.2,680.2025943,0.341660815,8,0.008434484,Medio bajo,2
5665,31539,50.96,49.03,16.42,83.58,345,179,144,192,247,283,685,916,1136,3590,1674,3218,1779,1384,1404,1058,1558,3282,1327,806,956,1151,818,1022,1312,465,384,324,221,270,318,275,186,104,48698562,17079859,65778421, ,33013,24401,8508,5665,Antioquia,San Pedro de Uraba,0.4639,0.711,0.621680358,1,35.7,48.23,2085.621643,1.046735787,10,0.007810262,Medio bajo,2
5667,12920,38.83,61.16,33.41,66.59,208,17,93,121,425,80,107,50,124,183,102,182,226,360,3917,983,7640,4698,2499,1486,2300,1133,839,580,940,271,109,49,56,54,33,26,9,6,44011142,15812375,59823517, ,29906,22015,7885,5667,Antioquia,San Rafael,0.4666,0.7772,0.64263164,0,31.6,35.43,4630.303173,2.314705882,10,0.044732179,Alto,4
5670,16663,41.2,58.79,30.63,69.37,206,59,32,48,62,163,110,99,124,112,177,291,1527,797,342,217,367,548,288,3911,536,327,332,246,220,128,63,110,120,154,94,118,43,10,11115650,12835194,23950844, ,11981,5569,6402,5670,Antioquia,San Roque,0.4603,0.6624,0.628334325,0,31.4,35.51,1437.366861,0.719018184,8,0.017527759,Medio bajo,2
5674,16967,27.92,72.07,36.64,63.36,96,1,1,10,20,48,53,32,136,116,179,236,417,361,718,800,2262,1560,917,761,622,478,291,188,140,103,60,66,82,36,43,21,3,7,15916972,5804013,21720985,1,10865,7963,2894,5674,Antioquia,San Vicente,0.3856,0.7865,0.635839348,0,32.1,43.69,1280.190075,0.6403607,8,0.0150841,Medio bajo,2
5679,21917,35.67,64.32,27.46,72.54,115,13,10,69,61,29,37,40,24,69,103,54,128,51,93,157,331,1019,878,385,196,146,241,149,122,32,42,32,55,77,110,71,49,33,6557351,3426244,9983595, ,5021,3281,1707,5679,Antioquia,Santa Bárbara,0.3633,0.7072,0.653636327,0,33.9,61.59,455.5183191,0.229091573,7,0.01647344,Medio bajo,2
5686,36103,38.21,61.78,27.84,72.16,75, ,11, ,32,18,99,36,93,82,40,75,83,133,187,86,435,274,319,170,115,137,83,96,51,71,57,131,660,186,143,42,76,26,4150538,4056069,8206607, ,4122,2078,2018,5686,Antioquia,Santa Rosa de Osos,0.4693,0.7611,0.661008221,0,37.4,50.39,227.3109437,0.114173337,6,0.013259671,Medio bajo,2
5690,10292,39.22,60.77,31.91,68.09,175,15,31,29,15,16,34,93,141,113,176,203,264,511,408,309,790,1231,503,508,381,250,193,246,207,65,88,74,60,128,171,28,9,10,10103164,4832455,14935619, ,7475,5057,2408,5690,Antioquia,Santo Domingo,0.4527,0.8091,0.630504497,0,30.6,47.38,1451.187233,0.726292266,7,0.036911476,Alto,4
5697,27176,26.95,73.04,48.14,51.86,97, , ,5,13,22,38,80,49,46,81,122,181,131,174,242,1929,1597,812,652,387,279,165,119,115,55,36,22,26,36,18,11,17,7,11234589,3886208,15120797, ,7564,5619,1938,5697,Antioquia,El Santuario,0.2823,0.7501,0.659740537,1,35.9,48.14,556.4025979,0.278333824,8,0.013981164,Medio bajo,2
5736,40688,33.03,66.96,17.89,82.11,419,109,94,126,650,311,396,337,302,294,328,358,435,912,827,412,984,1351,797,586,527,857,627,669,773,521,640,582,3539,1923,1041,1021,800,619,18842664,28362427,47205091,1,24168,9442,14106,5736,Antioquia,Segovia,0.4957,0.6568,0.626087086,1,32.4,68.86,1160.172311,0.593983484,10,0.042840105,Alto,4
5756,35056,26.14,73.85,34.16,65.84,421,96,78,43,96,110,171,200,413,299,424,427,659,533,678,782,1813,2574,3980,4597,2500,2546,1848,1774,1004,482,263,208,236,187,204,166,32,23,27572386,32182436,59754822,9,29876,13797,16047,5756,Antioquia,Sonson,0.4782,0.8222,0.621962081,0,33.4,27.55,1704.553343,0.852236422,10,0.03806201,Alto,4
5761,14821,45.27,54.72,35.3,64.7,221,91,77,107,58,63,92,86,62,83,39,42,254,104,62,57,65,108,64,51,89,63,118,83,131,95,167,114,84,62,88,39,64,41,3456753,2507595,5964348, ,3024,1735,1248,5761,Antioquia,Sopetrán,0.4184,0.7707,0.640107365,1,33.9,40.35,402.4254774,0.204034815,6,0.011728249,Medio bajo,2
5789,14559,35.34,64.65,31.63,68.37,159,38,30,40,48,96,66,134,179,144,101,101,47,72,65,230,245,335,216,200,255,152,119,135,75,47,38,28,66,38,24,32,18,18,4680900,2462140,7143040,1,3592,2346,1227,5789,Antioquia,Támesis,0.4139,0.6701,0.633395721,0,26.9,39.7,490.6271035,0.246720242,6,0.007061385,Medio bajo,2
5790,43856,60.07,39.92,22.86,77.14,459,55,40,64,165,139,297,277,216,276,197,374,477,414,467,561,824,4962,1605,900,1170,1536,2138,2199,2787,3089,1945,1961,1589,3052,1763,1453,694,740,23716282,52802724,76519006,1,38886,11869,26276,5790,Antioquia,Tarazá,0.5412,0.6471,0.590114741,1,43.2,47.14,1744.778502,0.886674571,10,0.087129645,Muy Alto,5
5792,7863,42.12,57.87,20.9,79.1,19, ,30, , ,3,18,43,59,22,53,43,63,101,40,39,37,72,70,51,43,29,9,34,8,14, ,3,20,6,6,33,22,8,1421055,558234,1979289, ,998,712,278,5792,Antioquia,Tarso,0.4169,0.7079,0.615383926,1,35.7,17.14,251.7218619,0.126923566,4,0.004358257,Bajo,1
5809,14494,35.26,64.73,24.98,75.02,62,4, ,25,41,9,6,21,42,23,32,69,40,19,27,48,151,173,138,84,42,36,41,64,16,6,21,9,17,32,52,46,26,4,1856879,988239,2845118, ,1426,930,492,5809,Antioquia,Titiribí,0.376,0.7064,0.610443755,0,26.6,26.21,196.2962605,0.098385539,4,0.006677914,Medio bajo,2
5819,6466,61.14,38.85,32.6,67.4,56,8,14,15,11,26,41,45,52,70,65,83,111,399,511,1021,372,304,510,325,155,130,84,96,63,121,223,146,360,207,197,182,90,5,7421289,4780789,12202078,2,6100,3714,2379,5819,Antioquia,Toledo,0.4619,0.5214,0.579626404,0,36.7,22.64,1887.113826,0.943396226,7,0.04194843,Alto,4
5837,163525,56.14,43.85,24.64,75.36,2479,783,1030,1416,3918,1530,2330,1659,2365,4009,4356,17692,27204,17243,10530,3944,7910,6770,3046,1954,2551,3536,3493,6006,5566,2501,1586,2481,2824,3791,2702,2049,1103,836,239907420,84662316,324569736,2,163195,120214,42143,5837,Antioquia,Turbo,0.4819,0.7485,0.613323283,1,42.1,27.85,1984.832509,0.99798196,10,0.01638237,Medio bajo,2
5842,8230,53.91,46.08,28.73,71.27,105,8,46,39,68,52,52,121,56,224,206,140,488,659,691,410,2380,635,279,151,255,260,222,242,252,243,209,180,188,124,156,109,29,73,13303572,5262223,18565795, ,9352,6659,2620,5842,Antioquia,Uramita,0.4942,0.7528,0.566966236,1,45.1,27.71,2255.868165,1.136330498,8,0.021415133,Medio,3
5847,45266,47.18,52.81,26.22,73.78,415,70,102,91,142,174,226,208,212,269,363,595,1329,2034,2518,1967,6455,3665,2405,3287,2515,4407,2418,3673,3324,1181,719,579,601,549,492,778,167,81,46443271,49548534,95991805,1,48012,23240,24690,5847,Antioquia,Urrao,0.5363,0.7623,0.584045487,0,34.7,24.84,2120.616025,1.060663633,10,0.031885277,Alto,4
5854,22754,50.07,49.92,18.75,81.25,220,86,55,60,74,120,197,110,159,141,168,191,275,1066,371,208,280,323,339,374,443,678,570,789,1169,1089,1403,901,658,447,644,465,359,574,8866003,20071763,28937766,5,15011,4443,9989,5854,Antioquia,Valdivia,0.5005,0.7264,0.572270197,1,43.7,27.12,1271.766107,0.659708183,9,0.119122542,Muy Alto,5
5856,6152,40.06,59.93,27.07,72.93,31,1,11,12,38,11,1,9,45,9,32,32,19,43,30,26,13,43,98,63,65,26,21,49,16,5,15,6,30,16,22,12,25,7,1005684,744893,1750577, ,882,504,371,5856,Antioquia,Valparaíso,0.4333,0.7409,0.647932803,0,27.6,10.54,284.5541287,0.14336801,4,0.009412811,Medio bajo,2
5858,9273,28.4,71.59,18.07,81.93,203,62,22,50,70,32,120,73,189,87,59,161,224,369,726,342,505,792,350,289,275,349,152,221,250,141,266,352,741,424,231,150,72,63,8858230,7863012,16721242,1,8413,4436,3913,5858,Antioquia,Vegachí,0.5225,0.796,0.594580209,0,40.5,45.74,1803.21816,0.90725763,8,0.029202657,Medio,3
5861,13231,38.3,61.69,26.56,73.44,27,6, ,5,13,32,15,27,46,28,28,24,54,105,150,123,207,144,166,64,54,76,47,48,27,15,24,30,34,38,28,24,10,9,2397182,1042141,3439323, ,1728,1200,519,5861,Antioquia,Venecia,0.3771,0.8193,0.622991342,0,23.3,48.78,259.9442975,0.130602373,5,0.005020556,Bajo,1
5873,5587,96.02,3.97,41.69,58.31,73, ,2, ,21,26,13,14,28,6,16,30,84,379,321,1058,2531,1690,4571,141,238,331,693,591,493,337,315,257,871,202,298,94,49,24,21731157,9863723,31594880, ,15797,10863,4910,5873,Antioquia,Vigía del Fuerte,0.6692,0.6983,0.609831324,0,50.7,43.25,5655.0707,2.827456596,9,0.035073012,Alto,4
5885,8400,38.7,61.29,19.31,80.69,113, ,6,30,14,60,26,37,63,69,18,53,65,67,95,87,220,594,447,141,171,126,67,55,60,75,95,87,89,68,35,49,39,18,4123687,2323387,6447074, ,3239,2064,1157,5885,Antioquia,Yalí,0.5367,0.6403,0.606195085,0,38.3,39.13,767.5088095,0.385595238,6,0.020428589,Medio,3
5887,47436,32.56,67.43,28.65,71.35,144,34,110,60,69,105,165,151,74,250,261,167,336,690,287,274,927,393,499,513,343,422,524,490,583,605,711,756,898,672,636,458,284,270,9974260,15866960,25841220,2,13163,4996,7895,5887,Antioquia,Yarumal,0.4468,0.7803,0.654885712,1,31.8,71.43,544.7596762,0.27748967,8,0.03744087,Alto,4
5890,24384,39.54,60.45,22.11,77.89,148,26,41,39,127,95,130,158,136,111,119,246,307,573,865,1150,659,1876,770,482,314,351,179,253,271,223,219,168,150,142,94,122,22,25,15136650,6002659,21139309,1,10592,7576,2990,5890,Antioquia,Yolombó,0.5265,0.6992,0.618290659,0,33.8,13.94,866.933604,0.434383202,8,0.021733709,Medio,3
5893,18992,45.81,54.18,44.13,55.87,136,73,92,89,124,119,95,47,99,51,56,101,370,451,1648,280,3544,2070,1257,411,757,1272,1482,1704,1354,303,239,132,171,217,177,171,165,51,21390299,17171398,38561697, ,19308,10702,8555,5893,Antioquia,Yondó,0.5949,0.8627,0.613336099,0,40.1,32.2,2030.417913,1.016638585,9,0.036223739,Alto,4
5895,31129,49.2,50.79,18.71,81.29,99,14,41,30,51,48,76,99,116,90,81,146,203,198,302,470,882,1795,917,315,394,2004,691,572,965,829,1312,1697,1074,1128,990,1944,610,268,11308826,29197991,40506817,1,20452,5658,14525,5895,Antioquia,Zaragoza,0.5254,0.6662,0.600661727,1,41.9,31.68,1301.25661,0.657007935,9,0.046990152,Alto,4
8001,1223616,57.44,42.55,24.9,75.1,368,30,20,31,36,78,103,91,160,93,175,140,210,397,271,356,649,806,1293,1110,1266,1096,882,815,803,421,329,476,478,590,452,440,270,168,10600622,18930264,29530886, ,14903,5307,9428,8001,Atlántico,Barranquilla, ,0.5008,0.722956217,1,26.8,19.92,24.12719134,0.012175982,9,0.006232007,Bajo,1
8078,58426,72.34,27.65,27.38,72.62,9, , ,10, , ,1, ,5,1,1,3,1,10,8,6,41,28,70,115,138,114,70,142,75,37,35,24,20,53,31,19,8,5,387760,1768204,2155964, ,1080,194,881,8078,Atlántico,Baranoa,0.263,0.8056,0.660559716,0,28.5,21.41,36.89697426,0.018483023,4,0.003587417,Bajo,1
8137,15755,62.04,37.95,14.56,85.44,5, , , , ,2,10, , ,5, , , ,4, , ,19,16,26,3,34,28,40,15, ,10,1, , , ,10, , ,4,173819,282870,456689, ,232,87,141,8137,Atlántico,Campo de La Cruz,0.3437,0.5575,0.612568643,0,42.9,52.03,28.99060496,0.014727354,2,0.000862647,Bajo,1
8141,12506,69.63,30.36,26.86,73.14,1, , , , , , ,6, , ,6, , ,3, ,2,23,6,10,18, ,14,12,21,6, , , , , ,5, , , ,113909,152461,266370, ,133,57,76,8141,Atlántico,Candelaria,0.3892,0.5989,0.591124838,0,36.2,54.3,21.2976733,0.010634045,2,0.002183509,Bajo,1
8296,43896,62.01,37.98,24.45,75.55,15, , ,4, , , ,16,4,1,11, ,24,5,4,1,7,27,28,60,65,107,54,102,32,26,28,36,28,32,43,13, ,40,293422,1256728,1550150, ,813,147,626,8296,Atlántico,Galapa,0.2765,0.8291,0.638927666,0,33,38.14,35.33266474,0.018530759,3,0.005563283,Bajo,1
8372,17031,68.82,31.17,20.37,79.63, , , ,3, , , , , ,2, ,13, ,2, , ,3,12,20,1,27,9,8,4, ,7,4,5,16, , , ,6, ,109928,174678,284606, ,142,55,87,8372,Atlántico,Juan de Acosta,0.391,0.6963,0.639928349,0,32.7,39.29,16.70909411,0.008336758,2,0.002535198,Bajo,1
8421,27232,64.51,35.48,15.44,84.56,12,3, , , , , , , , ,5,8,17,47,6,25,51,39,273,125,176,130,57,107,70,6,21,18,20,58,37,52,9,8,972032,1778278,2750310, ,1380,486,886,8421,Atlántico,Luruaco,0.3846,0.6463,0.620613951,0,42,37.52,101.0029379,0.050679398,4,0.004988096,Bajo,1
8433,123265,56.05,43.94,21.15,78.85,53, , ,2, , ,9,12,12,6, ,2,19,32,21,32,61,59,82,144,127,186,105,147,101,43,74,66,99,122,82,60,32,52,802757,2787524,3590281, ,1842,402,1388,8433,Atlántico,Malambo,0.1876,0.4555,0.669289902,0,37.4,45.32,29.12345268,0.014941839,5,0.004171869,Bajo,1
8436,15913,83.96,16.03,14.87,85.13,5, ,4, ,7, , , , , ,10,13, , , , ,19,12,8,70,31,28,22,15, ,6,3,1, , ,9,9, , ,155683,389067,544750, ,272,78,194,8436,Atlántico,Manatí,0.4167,0.4906,0.621685477,0,34,43.27,34.23301703,0.017092943,2,0.002215016,Bajo,1
8520,25484,71.99,28,21.72,78.28,3, , , , , , , , , , , ,1,8,15,6,22,32,16,11,31,8,11,14,10,5,2, , ,1,2,9, ,1,205952,208682,414634, ,208,103,104,8520,Atlántico,Palmar de Varela,0.2944,0.7511,0.628902699,0,35.4,34.62,16.26972729,0.008161664,2,0.001396637,Bajo,1
8549,5150,74.08,25.91,28.41,71.59,5,1, , , ,9, , , , , , , ,12,6,11,15,33,34,29,259,18,85,23,6, , , , , ,15,1, , ,251848,874157,1126005, ,562,126,436,8549,Atlántico,Piojó,0.5068,0.599,0.637580467,0,35.2,73.62,218.9819137,0.109295994,3,0.004887257,Bajo,1
8558,15407,81.12,18.87,28.06,71.94,3, , , , , , , ,12,6, ,4, ,1,18,14,14,24,13,19,37,14,22,8,19,3,2, , ,4, , ,3, ,217791,262762,480553, ,240,109,131,8558,Atlántico,Polonuevo,0.3184,0.6064,0.641433433,0,22.4,59.28,31.18044381,0.015572281,2,0.002528765,Bajo,1
8560,22581,63.24,36.75,21.99,78.01,7, , , , , , ,4,4,5,24, ,1,29,13,1,22,56,45,63,41,52,25,31,53,5, , ,4,4, ,4,8, ,421669,581737,1003406, ,501,211,290,8560,Atlántico,Ponedera,0.3827,0.6877,0.606685742,0,43.4,30.81,44.44372592,0.022190725,3,0.002392968,Bajo,1
8573,26989,61.52,38.47,29.63,70.37,5, , , , , , , , , ,5, , ,16,7, ,20,36,14,53,22,22,11,13,24,4,9,7,4,38,24,6,2, ,205892,479909,685801, ,342,103,239,8573,Atlántico,Puerto Colombia,0.265,0.8084,0.716228216,0,31.6,39.85,25.40474162,0.012669013,2,0.003515884,Bajo,1
8606,26439,80.04,19.95,22.86,77.14,2, , , , , , , , ,6,29,3,42, ,5,21,491,180,147,388,76,33,49,14,27,24,4,18,17,3,10,9, , ,1852012,1347213,3199225, ,1598,926,672,8606,Atlántico,Repelón,0.4137,0.6023,0.630637616,0,40.6,30.47,121.0131634,0.060445588,5,0.001953146,Bajo,1
8634,32332,63.92,36.07,22.52,77.48,20,3, , , , ,2,2,19,1,2,3,8, ,8,13,63,20,137,72,164,70,49,44,36,22,19,28,5,41,14,16,10,5,601644,1183997,1785641, ,896,301,590,8634,Atlántico,Sabanagrande,0.2252,0.7782,0.655961389,0,35.5, ,55.22828776,0.027712483,4,0.003908013,Bajo,1
8638,99246,73.37,26.62,27.85,72.15,24,3, , , ,1,4,1,12,4, ,10,30,19,32,11,63,38,161,276,278,172,161,128,114,67,30,46,37,15,57,21,23,10,825445,2859103,3684548, ,1848,413,1425,8638,Atlántico,Sabanalarga,0.3188,0.6636,0.627280626,0,29.3,33.7,37.12054323,0.018617959,5,0.003019366,Bajo,1
8675,11492,75.3,24.69,19.83,80.17,1, , , , , , , , ,3, , ,1,1,3,10,44,20,9,27,6,26,9,6, ,4,17, , , ,9, , , ,183978,208663,392641, ,196,92,104,8675,Atlántico,Santa Lucía,0.3261,0.5382,0.620547927,0,35.7,52.66,34.16051853,0.017052375,2,0.000703539,Bajo,1
8685,25449,71.69,28.3,22.2,77.8,9, , , , , , , , , , , ,2, ,2,2,16,14,22,55,34,91,45,40,28,10,10,5,10,2,16,3, , ,133900,700190,834090, ,416,67,349,8685,Atlántico,Santo Tomás,0.2827,0.6663,0.657621564,0,35.4,42.09,32.76981102,0.016343849,3,0.002420239,Bajo,1
8758,632183,58.97,41.02,21.86,78.14,136, ,1, ,3,11,29,34,31,16,36,28,65,102,65,103,149,247,356,462,486,587,397,354,257,102,287,142,244,265,326,233,211,81,2820501,8742339,11562840, ,5846,1412,4353,8758,Atlántico,Soledad, ,0.824,0.660595108,0,29.8,20.87,18.29522764,0.009249795,7,0.004441698,Bajo,1
8770,8664,75.84,24.15,25.41,74.59,2, , , ,7,5, ,7, , ,5,3,17,19,7,2,25,8,9,20,6,13,8,16,12, , , , , ,15, , , ,231606,180615,412221, ,206,116,90,8770,Atlántico,Suan,0.3236,0.7214,0.625968799,0,32.8,36.82,47.57860111,0.023776547,2,0.000559991,Bajo,1
